2.4.2.-,Efavirenz,DB00625
2.4.2.-,Efonidipine,DB09235
2.4.2.-,Elacestrant,DB06374
2.4.2.-,Elagolix,DB11979
2.4.2.-,Elbasvir,DB11574
2.4.2.-,Eletriptan,DB00216
2.4.2.-,Elexacaftor,DB15444
2.4.2.-,Eliglustat,DB09039
2.4.2.-,Elvitegravir,DB09101
2.4.2.-,Emopamil,DB14064
2.4.2.-,Enasidenib,DB13874
2.4.2.-,Encorafenib,DB11718
2.4.2.-,Enfortumab vedotin,DB13007
2.4.2.-,Entrectinib,DB11986
2.4.2.-,Enzalutamide,DB08899
2.4.2.-,Eperisone,DB08992
2.4.2.-,Epinastine,DB00751
2.4.2.-,Epinephrine,DB00668
2.4.2.-,Eplerenone,DB00700
2.4.2.-,Epofolate,DB12266
2.4.2.-,Epothilone D,DB01873
2.4.2.-,Eprinomectin,DB11405
2.4.2.-,Equilenin,DB03515
2.4.2.-,Equilin,DB02187
2.4.2.-,Eravacycline,DB12329
2.4.2.-,Erdafitinib,DB12147
2.4.2.-,Ergoloid mesylate,DB01049
2.4.2.-,Ergometrine,DB01253
2.4.2.-,Ergotamine,DB00696
2.4.2.-,Erlotinib,DB00530
2.4.2.-,Erythromycin,DB00199
2.4.2.-,Escitalopram,DB01175
2.4.2.-,Esketamine,DB11823
2.4.2.-,Eslicarbazepine,DB14575
2.4.2.-,Eslicarbazepine acetate,DB09119
2.4.2.-,Esomeprazole,DB00736
2.4.2.-,Estazolam,DB01215
2.4.2.-,Esterified estrogens,DB09381
2.4.2.-,Estetrol,DB12235
2.4.2.-,Estradiol,DB00783
2.4.2.-,Estradiol acetate,DB13952
2.4.2.-,Estradiol benzoate,DB13953
2.4.2.-,Estradiol cypionate,DB13954
2.4.2.-,Estradiol dienanthate,DB13955
2.4.2.-,Estradiol valerate,DB13956
2.4.2.-,Estramustine,DB01196
2.4.2.-,Estrone,DB00655
2.4.2.-,Estrone sulfate,DB04574
2.4.2.-,Eszopiclone,DB00402
2.4.2.-,Ethambutol,DB00330
2.4.2.-,Ethanol,DB00898
2.4.2.-,Ethinylestradiol,DB00977
2.4.2.-,Ethosuximide,DB00593
2.4.2.-,Ethyl biscoumacetate,DB08794
2.4.2.-,Ethylmorphine,DB01466
2.4.2.-,Ethynodiol diacetate,DB00823
2.4.2.-,Etizolam,DB09166
2.4.2.-,Etonogestrel,DB00294
2.4.2.-,Etoposide,DB00773
2.4.2.-,Etoricoxib,DB01628
2.4.2.-,Etravirine,DB06414
2.4.2.-,Etynodiol,DB13866
2.4.2.-,Everolimus,DB01590
2.4.2.-,Exemestane,DB00990
2.4.2.-,Ezetimibe,DB00973
2.4.2.-,Fedratinib,DB12500
2.4.2.-,Felbamate,DB00949
2.4.2.-,Felodipine,DB01023
2.4.2.-,Fendiline,DB08980
2.4.2.-,Fenfluramine,DB00574
2.4.2.-,Fentanyl,DB00813
2.4.2.-,Fesoterodine,DB06702
2.4.2.-,Fexinidazole,DB12265
2.4.2.-,Fidaxomicin,DB08874
2.4.2.-,Finasteride,DB01216
2.4.2.-,Finerenone,DB16165
2.4.2.-,Fish oil,DB13961
2.4.2.-,Flibanserin,DB04908
2.4.2.-,Flucloxacillin,DB00301
2.4.2.-,Fluconazole,DB00196
2.4.2.-,Fludrocortisone,DB00687
2.4.2.-,Flumethasone,DB00663
2.4.2.-,Flunarizine,DB04841
2.4.2.-,Flunisolide,DB00180
2.4.2.-,Flunitrazepam,DB01544
2.4.2.-,Fluocinolone acetonide,DB00591
2.4.2.-,Fluocinonide,DB01047
2.4.2.-,Fluocortolone,DB08971
2.4.2.-,Fluorometholone,DB00324
2.4.2.-,Fluoxetine,DB00472
2.4.2.-,Fluprednidene,DB08970
2.4.2.-,Fluprednidene acetate,DB14634
2.4.2.-,Fluprednisolone,DB09378
2.4.2.-,Fluprednisolone acetate,DB14637
2.4.2.-,Flurandrenolide,DB00846
2.4.2.-,Flurazepam,DB00690
2.4.2.-,Flurithromycin,DB13338
2.4.2.-,Fluspirilene,DB04842
2.4.2.-,Flutamide,DB00499
2.4.2.-,Fluticasone,DB13867
2.4.2.-,Fluticasone furoate,DB08906
2.4.2.-,Fluticasone propionate,DB00588
2.4.2.-,Fluvastatin,DB01095
2.4.2.-,Fluvoxamine,DB00176
2.4.2.-,Foretinib,DB12307
2.4.2.-,Formestane,DB08905
2.4.2.-,Formic acid,DB01942
2.4.2.-,Fosamprenavir,DB01319
2.4.2.-,Fosaprepitant,DB06717
2.4.2.-,Fosnetupitant,DB14019
2.4.2.-,Fosphenytoin,DB01320
2.4.2.-,Fostamatinib,DB12010
2.4.2.-,Fostemsavir,DB11796
2.4.2.-,Fulvestrant,DB00947
2.4.2.-,Fusidic acid,DB02703
2.4.2.-,Futibatinib,DB15149
2.4.2.-,GPI-1485,DB05814
2.4.2.-,Galantamine,DB00674
2.4.2.-,Gallopamil,DB12923
2.4.2.-,Ganaxolone,DB05087
2.4.2.-,Gefitinib,DB00317
2.4.2.-,Gemfibrozil,DB01241
2.4.2.-,Genistein,DB01645
2.4.2.-,Gestodene,DB06730
2.4.2.-,Gestrinone,DB11619
2.4.2.-,Gilteritinib,DB12141
2.4.2.-,Ginkgo biloba,DB01381
2.4.2.-,Glasdegib,DB11978
2.4.2.-,Glecaprevir,DB13879
2.4.2.-,Glutathione,DB00143
2.4.2.-,Glyburide,DB01016
2.4.2.-,Glycerol phenylbutyrate,DB08909
2.4.2.-,Glycopyrronium,DB00986
2.4.2.-,Granisetron,DB00889
2.4.2.-,Grapefruit,DB10534
2.4.2.-,Grazoprevir,DB11575
2.4.2.-,Grepafloxacin,DB00365
2.4.2.-,Griseofulvin,DB00400
2.4.2.-,Guanfacine,DB01018
2.4.2.-,HE3286,DB05212
2.4.2.-,Halcinonide,DB06786
2.4.2.-,Halofantrine,DB01218
2.4.2.-,Halometasone,DB13728
2.4.2.-,Haloperidol,DB00502
2.4.2.-,Halothane,DB01159
2.4.2.-,Hydralazine,DB01275
2.4.2.-,Hydrocodone,DB00956
2.4.2.-,Hydrocortamate,DB00769
2.4.2.-,Hydrocortisone,DB00741
2.4.2.-,Hydrocortisone aceponate,DB14538
2.4.2.-,Hydrocortisone acetate,DB14539
2.4.2.-,Hydrocortisone butyrate,DB14540
2.4.2.-,Hydrocortisone cypionate,DB14541
2.4.2.-,Hydrocortisone phosphate,DB14542
2.4.2.-,Hydrocortisone probutate,DB14543
2.4.2.-,Hydrocortisone succinate,DB14545
2.4.2.-,Hydrocortisone valerate,DB14544
2.4.2.-,Hydroxychloroquine,DB01611
2.4.2.-,Hydroxyprogesterone,DB14570
2.4.2.-,Hydroxyprogesterone caproate,DB06789
2.4.2.-,Hydroxyzine,DB00557
2.4.2.-,Ibrexafungerp,DB12471
2.4.2.-,Ibrutinib,DB09053
2.4.2.-,Ibuprofen,DB01050
2.4.2.-,Icotinib,DB11737
2.4.2.-,Idelalisib,DB09054
2.4.2.-,Ifosfamide,DB01181
2.4.2.-,Iloperidone,DB04946
2.4.2.-,Imatinib,DB00619
2.4.2.-,Imidafenacin,DB09262
2.4.2.-,Imipramine,DB00458
2.4.2.-,Imiquimod,DB00724
2.4.2.-,Indacaterol,DB05039
2.4.2.-,Indalpine,DB08953
2.4.2.-,Indapamide,DB00808
2.4.2.-,Indinavir,DB00224
2.4.2.-,Indisulam,DB06370
2.4.2.-,Infigratinib,DB11886
2.4.2.-,Inolimomab,DB15628
2.4.2.-,Ipecac,DB13293
2.4.2.-,Irbesartan,DB01029
2.4.2.-,Irinotecan,DB00762
2.4.2.-,Isavuconazole,DB11633
2.4.2.-,Isavuconazonium,DB06636
2.4.2.-,Isoniazid,DB00951
2.4.2.-,Isotretinoin,DB00982
2.4.2.-,Isradipine,DB00270
2.4.2.-,Istradefylline,DB11757
2.4.2.-,Itraconazole,DB01167
2.4.2.-,Ivabradine,DB09083
2.4.2.-,Ivacaftor,DB08820
2.4.2.-,Ivermectin,DB00602
2.4.2.-,Ivosidenib,DB14568
2.4.2.-,Ixabepilone,DB04845
2.4.2.-,Ixazomib,DB09570
2.4.2.-,KOS-1584,DB05903
2.4.2.-,Ketamine,DB01221
2.4.2.-,Ketazolam,DB01587
2.4.2.-,Ketobemidone,DB06738
2.4.2.-,Ketoconazole,DB01026
2.4.2.-,Kitasamycin,DB09309
2.4.2.-,Lacidipine,DB09236
2.4.2.-,Lacosamide,DB06218
2.4.2.-,Lanreotide,DB06791
2.4.2.-,Lansoprazole,DB00448
2.4.2.-,Lapatinib,DB01259
2.4.2.-,Laquinimod,DB06685
2.4.2.-,Larotrectinib,DB14723
2.4.2.-,Lefamulin,DB12825
2.4.2.-,Lemborexant,DB11951
2.4.2.-,Lenacapavir,DB15673
2.4.2.-,Lenvatinib,DB09078
2.4.2.-,Lercanidipine,DB00528
2.4.2.-,Lesinurad,DB11560
2.4.2.-,Lestaurtinib,DB06469
2.4.2.-,Letermovir,DB12070
2.4.2.-,Letrozole,DB01006
2.4.2.-,Levacetylmethadol,DB01227
2.4.2.-,Levamlodipine,DB09237
2.4.2.-,Levobupivacaine,DB01002
2.4.2.-,Levocetirizine,DB06282
2.4.2.-,Levoketoconazole,DB05667
2.4.2.-,Levomenthol,DB00825
2.4.2.-,Levomilnacipran,DB08918
2.4.2.-,Levonorgestrel,DB00367
2.4.2.-,Lidocaine,DB00281
2.4.2.-,Lidoflazine,DB13766
2.4.2.-,Linagliptin,DB08882
2.4.2.-,Linzagolix,DB17083
2.4.2.-,Liotrix,DB01583
2.4.2.-,Lisuride,DB00589
2.4.2.-,Lobeglitazone,DB09198
2.4.2.-,Lomerizine,DB14065
2.4.2.-,Lomitapide,DB08827
2.4.2.-,Lomustine,DB01206
2.4.2.-,Lonafarnib,DB06448
2.4.2.-,Loncastuximab tesirine,DB16222
2.4.2.-,Loperamide,DB00836
2.4.2.-,Lopinavir,DB01601
2.4.2.-,Loratadine,DB00455
2.4.2.-,Lorazepam,DB00186
2.4.2.-,Lorcaserin,DB04871
2.4.2.-,Lorlatinib,DB12130
2.4.2.-,Lorpiprazole,DB09195
2.4.2.-,Lorvotuzumab mertansine,DB12089
2.4.2.-,Losartan,DB00678
2.4.2.-,Loteprednol etabonate,DB14596
2.4.2.-,Lovastatin,DB00227
2.4.2.-,Loxoprofen,DB09212
2.4.2.-,Luliconazole,DB08933
2.4.2.-,Lumacaftor,DB09280
2.4.2.-,Lumateperone,DB06077
2.4.2.-,Lumefantrine,DB06708
2.4.2.-,Lurasidone,DB08815
2.4.2.-,Lurbinectedin,DB12674
2.4.2.-,Lynestrenol,DB12474
2.4.2.-,Lysergic acid diethylamide,DB04829
2.4.2.-,Macimorelin,DB13074
2.4.2.-,Macitentan,DB08932
2.4.2.-,Manidipine,DB09238
2.4.2.-,Maralixibat,DB16226
2.4.2.-,Maraviroc,DB04835
2.4.2.-,Maribavir,DB06234
2.4.2.-,Mavacamten,DB14921
2.4.2.-,Mebendazole,DB00643
2.4.2.-,Medical Cannabis,DB14009
2.4.2.-,Medrogestone,DB09124
2.4.2.-,Medroxyprogesterone acetate,DB00603
2.4.2.-,Medrysone,DB00253
2.4.2.-,Mefloquine,DB00358
2.4.2.-,Megestrol acetate,DB00351
2.4.2.-,Melengestrol,DB11529
2.4.2.-,Melengestrol acetate,DB14659
2.4.2.-,Meloxicam,DB00814
2.4.2.-,Menadione,DB00170
2.4.2.-,Meperidine,DB00454
2.4.2.-,Meprednisone,DB09383
2.4.2.-,Mequitazine,DB01071
2.4.2.-,Mestranol,DB01357
2.4.2.-,Metamizole,DB04817
2.4.2.-,Methadone,DB00333
2.4.2.-,Methaqualone,DB04833
2.4.2.-,Methimazole,DB00763
2.4.2.-,Methotrexate,DB00563
2.4.2.-,Methoxyflurane,DB01028
2.4.2.-,Methylene blue,DB09241
2.4.2.-,Methylergometrine,DB00353
2.4.2.-,Methylprednisolone,DB00959
2.4.2.-,Methylprednisolone hemisuccinate,DB14644
2.4.2.-,Methylprednisone,DB12952
2.4.2.-,Methyltestosterone,DB06710
2.4.2.-,Methysergide,DB00247
2.4.2.-,Metoclopramide,DB01233
2.4.2.-,Metoprolol,DB00264
2.4.2.-,Metronidazole,DB00916
2.4.2.-,Metyrapone,DB01011
2.4.2.-,Mexazolam,DB15489
2.4.2.-,Mexiletine,DB00379
2.4.2.-,Mianserin,DB06148
2.4.2.-,Mibefradil,DB01388
2.4.2.-,Miconazole,DB01110
2.4.2.-,Midazolam,DB00683
2.4.2.-,Midecamycin,DB13456
2.4.2.-,Midostaurin,DB06595
2.4.2.-,Mifepristone,DB00834
2.4.2.-,Milnacipran,DB04896
2.4.2.-,Miocamycin,DB13287
2.4.2.-,Mirabegron,DB08893
2.4.2.-,Mirodenafil,DB11792
2.4.2.-,Mirtazapine,DB00370
2.4.2.-,Mirvetuximab soravtansine,DB12489
2.4.2.-,Mitapivat,DB16236
2.4.2.-,Mitemcinal,DB06587
2.4.2.-,Mitotane,DB00648
2.4.2.-,Mitoxantrone,DB01204
2.4.2.-,Mobocertinib,DB16390
2.4.2.-,Modafinil,DB00745
2.4.2.-,Mometasone,DB00764
2.4.2.-,Mometasone furoate,DB14512
2.4.2.-,Montelukast,DB00471
2.4.2.-,Morphine,DB00295
2.4.2.-,Moxisylyte,DB09205
2.4.2.-,Mycophenolate mofetil,DB00688
2.4.2.-,Mycophenolic acid,DB01024
2.4.2.-,Myristic acid,DB08231
2.4.2.-,Myrrh,DB11605
2.4.2.-,N-Acetylglucosamine,DB00141
2.4.2.-,Nabilone,DB00486
2.4.2.-,Nabiximols,DB14011
2.4.2.-,Nafcillin,DB00607
2.4.2.-,Naftopidil,DB12092
2.4.2.-,Naldemedine,DB11691
2.4.2.-,Nalmefene,DB06230
2.4.2.-,Naloxegol,DB09049
2.4.2.-,Naloxone,DB01183
2.4.2.-,Nateglinide,DB00731
2.4.2.-,Nebivolol,DB04861
2.4.2.-,Nefazodone,DB01149
2.4.2.-,Nelfinavir,DB00220
2.4.2.-,Neratinib,DB11828
2.4.2.-,Netoglitazone,DB09199
2.4.2.-,Netupitant,DB09048
2.4.2.-,Nevirapine,DB00238
2.4.2.-,Niacin,DB00627
2.4.2.-,Nicardipine,DB00622
2.4.2.-,Nicotinamide,DB02701
2.4.2.-,Nicotine,DB00184
2.4.2.-,Nifedipine,DB01115
2.4.2.-,Niguldipine,DB09239
2.4.2.-,Nilotinib,DB04868
2.4.2.-,Niludipine,DB09240
2.4.2.-,Nilvadipine,DB06712
2.4.2.-,Nimesulide,DB04743
2.4.2.-,Nimodipine,DB00393
2.4.2.-,Nintedanib,DB09079
2.4.2.-,Nirmatrelvir,DB16691
2.4.2.-,Nisoldipine,DB00401
2.4.2.-,Nitrazepam,DB01595
2.4.2.-,Nitrendipine,DB01054
2.4.2.-,Nitric Oxide,DB00435
2.4.2.-,Nomegestrol,DB11636
2.4.2.-,Nomegestrol acetate,DB13981
2.4.2.-,Norelgestromin,DB06713
2.4.2.-,Norethindrone enanthate,DB14678
2.4.2.-,Norethisterone,DB00717
2.4.2.-,Norethynodrel,DB09371
2.4.2.-,Norfloxacin,DB01059
2.4.2.-,Norgestimate,DB00957
2.4.2.-,Norgestrel,DB09389
2.4.2.-,Nortriptyline,DB00540
2.4.2.-,Noscapine,DB06174
2.4.2.-,Nylidrin,DB06152
2.4.2.-,Octreotide,DB00104
2.4.2.-,Odanacatib,DB06670
2.4.2.-,Olanzapine,DB00334
2.4.2.-,Olaparib,DB09074
2.4.2.-,Oleandomycin,DB11442
2.4.2.-,Oliceridine,DB14881
2.4.2.-,Olopatadine,DB00768
2.4.2.-,Olutasidenib,DB16267
2.4.2.-,Omaveloxolone,DB12513
2.4.2.-,Omega-3-carboxylic acids,DB09568
2.4.2.-,Omeprazole,DB00338
2.4.2.-,Ondansetron,DB00904
2.4.2.-,Opium,DB11130
2.4.2.-,Oritavancin,DB04911
2.4.2.-,Orlistat,DB01083
2.4.2.-,Orphenadrine,DB01173
2.4.2.-,Osilodrostat,DB11837
2.4.2.-,Osimertinib,DB09330
2.4.2.-,Ospemifene,DB04938
2.4.2.-,Otilonium,DB13500
2.4.2.-,Oxcarbazepine,DB00776
2.4.2.-,Oxetacaine,DB12532
2.4.2.-,Oxiconazole,DB00239
2.4.2.-,Oxybutynin,DB01062
2.4.2.-,Oxycodone,DB00497
2.4.2.-,Oxymetholone,DB06412
2.4.2.-,Oxymorphone,DB01192
2.4.2.-,Ozanimod,DB12612
2.4.2.-,P01019,Angiotensinogen
2.4.2.-,P01589,Interleukin-2 receptor subunit alpha
2.4.2.-,P04584,Gag-Pol polyprotein
2.4.2.-,P08684,Cytochrome P450 3A4
2.4.2.-,P12823,Genome polyprotein
2.4.2.-,P14784,Interleukin-2 receptor subunit beta
2.4.2.-,P20815,Cytochrome P450 3A5
2.4.2.-,P24462,Cytochrome P450 3A7
2.4.2.-,P29768,Sialidase
2.4.2.-,P31785,Cytokine receptor common subunit gamma
2.4.2.-,P51606,N-acylglucosamine 2-epimerase
2.4.2.-,P9WG35,Probable thiol peroxidase
2.4.2.-,P9WQB3,2-isopropylmalate synthase
2.4.2.-,PIPERIDINE-2-CARBOXYLIC ACID TERT-BUTYLAMIDE,DB08421
2.4.2.-,Paclitaxel,DB01229
2.4.2.-,Pacritinib,DB11697
2.4.2.-,Palbociclib,DB09073
2.4.2.-,Paliperidone,DB01267
2.4.2.-,Palonosetron,DB00377
2.4.2.-,Palovarotene,DB05467
2.4.2.-,Panobinostat,DB06603
2.4.2.-,Pantoprazole,DB00213
2.4.2.-,Paramethadione,DB00617
2.4.2.-,Paramethasone,DB01384
2.4.2.-,Parecoxib,DB08439
2.4.2.-,Paricalcitol,DB00910
2.4.2.-,Paritaprevir,DB09297
2.4.2.-,Paroxetine,DB00715
2.4.2.-,Pasireotide,DB06663
2.4.2.-,Patupilone,DB03010
2.4.2.-,Pazopanib,DB06589
2.4.2.-,Pegvisomant,DB00082
2.4.2.-,Pemigatinib,DB15102
2.4.2.-,Penfluridol,DB13791
2.4.2.-,Pentobarbital,DB00312
2.4.2.-,Peppermint oil,DB11198
2.4.2.-,Perampanel,DB08883
2.4.2.-,Pergolide,DB01186
2.4.2.-,Perhexiline,DB01074
2.4.2.-,Perospirone,DB08922
2.4.2.-,Perphenazine,DB00850
2.4.2.-,Pexidartinib,DB12978
2.4.2.-,Phenacetin,DB03783
2.4.2.-,Phenelzine,DB00780
2.4.2.-,Phenobarbital,DB01174
2.4.2.-,Phenprocoumon,DB00946
2.4.2.-,Phentermine,DB00191
2.4.2.-,Phenylbutazone,DB00812
2.4.2.-,Phenytoin,DB00252
2.4.2.-,Pibrentasvir,DB13878
2.4.2.-,Pilocarpine,DB01085
2.4.2.-,Pimavanserin,DB05316
2.4.2.-,Pimecrolimus,DB00337
2.4.2.-,Pimozide,DB01100
2.4.2.-,Pinacidil,DB06762
2.4.2.-,Pinaverium,DB09090
2.4.2.-,Pioglitazone,DB01132
2.4.2.-,Piperaquine,DB13941
2.4.2.-,Piperine,DB12582
2.4.2.-,Pipotiazine,DB01621
2.4.2.-,Pirfenidone,DB04951
2.4.2.-,Pirtobrutinib,DB17472
2.4.2.-,Pitolisant,DB11642
2.4.2.-,Plitidepsin,DB04977
2.4.2.-,Polatuzumab vedotin,DB12240
2.4.2.-,Pomalidomide,DB08910
2.4.2.-,Ponatinib,DB08901
2.4.2.-,Ponesimod,DB12016
2.4.2.-,Posaconazole,DB01263
2.4.2.-,Pradefovir mesylate,DB05478
2.4.2.-,Pralsetinib,DB15822
2.4.2.-,Pranlukast,DB01411
2.4.2.-,Prasugrel,DB06209
2.4.2.-,Prazepam,DB01588
2.4.2.-,Praziquantel,DB01058
2.4.2.-,Prednicarbate,DB01130
2.4.2.-,Prednisolone,DB00860
2.4.2.-,Prednisolone acetate,DB15566
2.4.2.-,Prednisolone hemisuccinate,DB14633
2.4.2.-,Prednisolone phosphate,DB14631
2.4.2.-,Prednisone,DB00635
2.4.2.-,Prednisone acetate,DB14646
2.4.2.-,Prednylidene,DB13208
2.4.2.-,Pregnenolone,DB02789
2.4.2.-,Prenylamine,DB04825
2.4.2.-,Pretomanid,DB05154
2.4.2.-,Primaquine,DB01087
2.4.2.-,Primidone,DB00794
2.4.2.-,Probenecid,DB01032
2.4.2.-,Progesterone,DB00396
2.4.2.-,Promazine,DB00420
2.4.2.-,Promegestone,DB13602
2.4.2.-,Propacetamol,DB09288
2.4.2.-,Propafenone,DB01182
2.4.2.-,Propiverine,DB12278
2.4.2.-,Propranolol,DB00571
2.4.2.-,Prucalopride,DB06480
2.4.2.-,Pyridostigmine,DB00545
2.4.2.-,Q53464,(S)-2-haloacid dehalogenase
2.4.2.-,Q5SKH6,Uncharacterized protein
2.4.2.-,Q60099,(S)-2-haloacid dehalogenase
2.4.2.-,Q9HB55,Cytochrome P450 3A43
2.4.2.-,Q9NYV7,Taste receptor type 2 member 16
2.4.2.-,Quazepam,DB01589
2.4.2.-,Quercetin,DB04216
2.4.2.-,Quetiapine,DB01224
2.4.2.-,Quinacrine,DB01103
2.4.2.-,Quinaldic Acid,DB02428
2.4.2.-,Quingestanol,DB13685
2.4.2.-,Quinidine,DB00908
2.4.2.-,Quinine,DB00468
2.4.2.-,Quinupristin,DB01369
2.4.2.-,Rabeprazole,DB01129
2.4.2.-,Raloxifene,DB00481
2.4.2.-,Ramelteon,DB00980
2.4.2.-,Ranitidine,DB00863
2.4.2.-,Ranolazine,DB00243
2.4.2.-,Reboxetine,DB00234
2.4.2.-,Regorafenib,DB08896
2.4.2.-,Relugolix,DB11853
2.4.2.-,Remacemide,DB06458
2.4.2.-,Remdesivir,DB14761
2.4.2.-,Remoxipride,DB00409
2.4.2.-,Repaglinide,DB00912
2.4.2.-,Resatorvid,DB05943
2.4.2.-,Resveratrol,DB02709
2.4.2.-,Retapamulin,DB01256
2.4.2.-,Rhein,DB13174
2.4.2.-,Ribavirin,DB00811
2.4.2.-,Ribociclib,DB11730
2.4.2.-,Ridaforolimus,DB06233
2.4.2.-,Rifabutin,DB00615
2.4.2.-,Rifalazil,DB04934
2.4.2.-,Rifampicin,DB01045
2.4.2.-,Rifamycin,DB11753
2.4.2.-,Rifapentine,DB01201
2.4.2.-,Rifaximin,DB01220
2.4.2.-,Rilpivirine,DB08864
2.4.2.-,Rimegepant,DB12457
2.4.2.-,Rimexolone,DB00896
2.4.2.-,Rimonabant,DB06155
2.4.2.-,Riociguat,DB08931
2.4.2.-,Ripretinib,DB14840
2.4.2.-,Risdiplam,DB15305
2.4.2.-,Risperidone,DB00734
2.4.2.-,Ritonavir,DB00503
2.4.2.-,Rivaroxaban,DB06228
2.4.2.-,Rivoglitazone,DB09200
2.4.2.-,Rofecoxib,DB00533
2.4.2.-,Roflumilast,DB01656
2.4.2.-,Rokitamycin,DB13409
2.4.2.-,Rolapitant,DB09291
2.4.2.-,Romidepsin,DB06176
2.4.2.-,Ropivacaine,DB00296
2.4.2.-,Rosiglitazone,DB00412
2.4.2.-,Rotigotine,DB05271
2.4.2.-,Roxithromycin,DB00778
2.4.2.-,Rucaparib,DB12332
2.4.2.-,Rufinamide,DB06201
2.4.2.-,Rupatadine,DB11614
2.4.2.-,Rutin,DB01698
2.4.2.-,Ruxolitinib,DB08877
2.4.2.-,S-adenosyl-L-homocysteine,DB01752
2.4.2.-,S-oxy-L-cysteine,DB03382
2.4.2.-,Safinamide,DB06654
2.4.2.-,Sagopilone,DB12391
2.4.2.-,Salbutamol,DB01001
2.4.2.-,Salmeterol,DB00938
2.4.2.-,Samidorphan,DB12543
2.4.2.-,Saquinavir,DB01232
2.4.2.-,Saracatinib,DB11805
2.4.2.-,Sarilumab,DB11767
2.4.2.-,Saxagliptin,DB06335
2.4.2.-,Scopolamine,DB00747
2.4.2.-,Secnidazole,DB12834
2.4.2.-,Segesterone acetate,DB14583
2.4.2.-,Selamectin,DB11459
2.4.2.-,Selegiline,DB01037
2.4.2.-,Seletracetam,DB05885
2.4.2.-,Selexipag,DB11362
2.4.2.-,Selinexor,DB11942
2.4.2.-,Selpercatinib,DB15685
2.4.2.-,Selumetinib,DB11689
2.4.2.-,Seproxetine,DB06731
2.4.2.-,Seratrodast,DB06739
2.4.2.-,Sertindole,DB06144
2.4.2.-,Sertraline,DB01104
2.4.2.-,Sevoflurane,DB01236
2.4.2.-,Sibutramine,DB01105
2.4.2.-,Sildenafil,DB00203
2.4.2.-,Silodosin,DB06207
2.4.2.-,Siltuximab,DB09036
2.4.2.-,Simeprevir,DB06290
2.4.2.-,Simvastatin,DB00641
2.4.2.-,Siponimod,DB12371
2.4.2.-,Sirolimus,DB00877
2.4.2.-,Sitagliptin,DB01261
2.4.2.-,Sitaxentan,DB06268
2.4.2.-,Solifenacin,DB01591
2.4.2.-,Solithromycin,DB09308
2.4.2.-,Somatostatin,DB09099
2.4.2.-,Sonidegib,DB09143
2.4.2.-,Sorafenib,DB00398
2.4.2.-,Sotagliflozin,DB12713
2.4.2.-,Sotorasib,DB15569
2.4.2.-,Sparsentan,DB12548
2.4.2.-,St. John's Wort,DB01323
2.4.2.-,Stiripentol,DB09118
2.4.2.-,Sufentanil,DB00708
2.4.2.-,Sulfadiazine,DB00359
2.4.2.-,Sulfamethoxazole,DB01015
2.4.2.-,Sulfinpyrazone,DB01138
2.4.2.-,Sunitinib,DB01268
2.4.2.-,Suvorexant,DB09034
2.4.2.-,"Synthetic Conjugated Estrogens, A",DB09317
2.4.2.-,"Synthetic Conjugated Estrogens, B",DB09318
2.4.2.-,Tacrolimus,DB00864
2.4.2.-,Tadalafil,DB00820
2.4.2.-,Tamoxifen,DB00675
2.4.2.-,Tamsulosin,DB00706
2.4.2.-,Tapinarof,DB06083
2.4.2.-,Tasimelteon,DB09071
2.4.2.-,Tasosartan,DB01349
2.4.2.-,Taurochenodeoxycholic acid,DB08833
2.4.2.-,Tazemetostat,DB12887
2.4.2.-,Tecovirimat,DB12020
2.4.2.-,Telaprevir,DB05521
2.4.2.-,Telithromycin,DB00976
2.4.2.-,Telotristat ethyl,DB12095
2.4.2.-,Temazepam,DB00231
2.4.2.-,Temsirolimus,DB06287
2.4.2.-,Tenapanor,DB11761
2.4.2.-,Teniposide,DB00444
2.4.2.-,Tenofovir alafenamide,DB09299
2.4.2.-,Tepotinib,DB15133
2.4.2.-,Terbinafine,DB00857
2.4.2.-,Terfenadine,DB00342
2.4.2.-,Terguride,DB13399
2.4.2.-,Terodiline,DB13725
2.4.2.-,Tesmilifene,DB04905
2.4.2.-,Testosterone,DB00624
2.4.2.-,Testosterone cypionate,DB13943
2.4.2.-,Testosterone enanthate,DB13944
2.4.2.-,Testosterone propionate,DB01420
2.4.2.-,Testosterone undecanoate,DB13946
2.4.2.-,Tetracycline,DB00759
2.4.2.-,Tetrahydropalmatine,DB12093
2.4.2.-,Tetrandrine,DB14066
2.4.2.-,Tezacaftor,DB11712
2.4.2.-,Thalidomide,DB01041
2.4.2.-,Theophylline,DB00277
2.4.2.-,Thiamylal,DB01154
2.4.2.-,Thiopental,DB00599
2.4.2.-,Thiotepa,DB04572
2.4.2.-,Tiagabine,DB00906
2.4.2.-,Tianeptine,DB09289
2.4.2.-,Ticagrelor,DB08816
2.4.2.-,Tildipirosin,DB11470
2.4.2.-,Tinidazole,DB00911
2.4.2.-,Tioconazole,DB01007
2.4.2.-,Tiotropium,DB01409
2.4.2.-,Tipranavir,DB00932
2.4.2.-,Tirbanibulin,DB06137
2.4.2.-,Tisotumab vedotin,DB16732
2.4.2.-,Tivozanib,DB11800
2.4.2.-,Tocilizumab,DB06273
2.4.2.-,Tocofersolan,DB11635
2.4.2.-,Tocopherol,DB11251
2.4.2.-,Tofacitinib,DB08895
2.4.2.-,Tofisopam,DB08811
2.4.2.-,Tolfenamic acid,DB09216
